template_path,template_x,template_y,template_w,template_h,query_path,query_x,query_y,query_w,query_h,occlusions
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/occ_Boxing2_200/img/00601.jpg,742,241,99,219,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/occ_Boxing2_200/img/00701.jpg,605,226,121,239,oc
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/bc_Alladin_2000/img/00171.jpg,401,200,132,349,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/bc_Alladin_2000/img/00271.jpg,355,131,140,399,bc
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/iv_Drone1_2000/img/00551.jpg,793,339,77,163,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/iv_Drone1_2000/img/00651.jpg,381,196,98,291,iv
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/bc_Elephants_430/img/00001.jpg,323,281,233,188,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/bc_Elephants_430/img/00101.jpg,1068,291,123,163,bc
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/occ_BreakfastClub_19900/img/00021.jpg,491,208,87,147,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/occ_BreakfastClub_19900/img/00121.jpg,495,222,87,147,oc
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/fm_Drone2_5460/img/00001.jpg,38,155,103,101,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/fm_Drone2_5460/img/00101.jpg,448,194,94,101,fm
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/bc_Aquarium1_300/img/00581.jpg,106,372,60,55,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/bc_Aquarium1_300/img/00681.jpg,203,315,90,66,bc
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/iv_Drone1_2000/img/00631.jpg,353,258,110,290,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/iv_Drone1_2000/img/00731.jpg,612,317,84,212,iv
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/ov_Bike_2303/img/00171.jpg,489,147,63,108,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/ov_Bike_2303/img/00271.jpg,663,127,55,119,ov
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/bc_PolarBear3_1/img/00541.jpg,382,368,163,275,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/bc_PolarBear3_1/img/00641.jpg,355,508,204,210,bc
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/sv_Boat_3611/img/00321.jpg,313,284,267,187,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/sv_Boat_3611/img/00421.jpg,323,311,311,195,sv
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/bc_Elephants_430/img/00101.jpg,1068,291,123,163,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/bc_Elephants_430/img/00201.jpg,1067,289,123,163,bc
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/iv_Violinist_5600/img/00351.jpg,238,166,90,208,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/iv_Violinist_5600/img/00451.jpg,470,47,168,381,iv
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/occ_Boxing3_1200/img/00771.jpg,737,203,124,284,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/occ_Boxing3_1200/img/00871.jpg,666,205,104,233,oc
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/ov_Rope_12524/img/00171.jpg,462,201,550,179,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/ov_Rope_12524/img/00271.jpg,689,36,420,597,ov
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/fm_Jet4_1939/img/00271.jpg,415,293,123,107,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/fm_Jet4_1939/img/00371.jpg,459,242,111,131,fm
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/ov_Drone2_5043/img/00081.jpg,78,138,95,92,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/ov_Drone2_5043/img/00181.jpg,0,156,43,92,ov
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/sv_CarChase2_5800/img/00391.jpg,640,382,159,114,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/sv_CarChase2_5800/img/00491.jpg,588,322,168,135,sv
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/bc_Badminton2_1/img/00031.jpg,767,380,75,173,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/bc_Badminton2_1/img/00131.jpg,716,385,71,162,bc
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/bc_Hideaway_1/img/00291.jpg,519,58,116,252,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/bc_Hideaway_1/img/00391.jpg,561,84,115,243,bc
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/occ_Jet1_2800/img/00811.jpg,339,280,83,59,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/occ_Jet1_2800/img/00911.jpg,585,289,67,59,oc
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/iv_Drone1_2000/img/00441.jpg,508,369,72,128,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/iv_Drone1_2000/img/00541.jpg,809,282,70,130,iv
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/iv_Alladin_300/img/00141.jpg,498,273,138,408,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/iv_Alladin_300/img/00241.jpg,551,329,125,326,iv
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/iv_Billiards2_6720/img/00161.jpg,293,456,51,51,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/iv_Billiards2_6720/img/00261.jpg,281,463,51,51,iv
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/ov_Drone2_5043/img/00161.jpg,0,154,41,92,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/ov_Drone2_5043/img/00261.jpg,0,162,48,93,ov
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/sv_DriftCar1_3030/img/00501.jpg,607,298,264,97,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/sv_DriftCar1_3030/img/00601.jpg,0,235,263,111,sv
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/sv_Jet2_700/img/00591.jpg,656,333,38,20,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/sv_Jet2_700/img/00691.jpg,622,396,36,22,sv
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/fm_KinBall3_6059/img/00081.jpg,544,210,115,107,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/fm_KinBall3_6059/img/00181.jpg,1044,54,99,99,fm
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/occ_Badminton2_1780/img/00141.jpg,665,412,85,123,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/occ_Badminton2_1780/img/00241.jpg,908,408,80,135,oc
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/ov_CarChase3_6211/img/00041.jpg,483,226,204,146,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/ov_CarChase3_6211/img/00141.jpg,526,323,187,116,ov
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/fm_Jet4_1939/img/00131.jpg,458,295,124,123,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/fm_Jet4_1939/img/00231.jpg,321,276,124,107,fm
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/bc_Badminton2_1/img/00071.jpg,759,381,75,171,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/bc_Badminton2_1/img/00171.jpg,735,386,71,163,bc
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/sv_Bike_1790/img/00121.jpg,485,40,163,293,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/sv_Bike_1790/img/00221.jpg,533,126,163,207,sv
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/sv_Jet2_700/img/00011.jpg,569,357,60,31,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/sv_Jet2_700/img/00111.jpg,557,375,56,26,sv
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/iv_Bharatanatyam_1/img/00411.jpg,297,137,58,63,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/iv_Bharatanatyam_1/img/00511.jpg,351,137,63,72,iv
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/iv_Drone3_2400/img/00481.jpg,786,290,114,89,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/iv_Drone3_2400/img/00581.jpg,741,313,110,85,iv
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/iv_Violinist_1300/img/00251.jpg,264,267,91,175,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/iv_Violinist_1300/img/00351.jpg,509,134,210,299,iv
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/occ_Boxing3_1200/img/00551.jpg,447,229,104,244,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/occ_Boxing3_1200/img/00651.jpg,575,220,103,258,oc
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/occ_KinBall2_1/img/00371.jpg,686,230,71,67,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/occ_KinBall2_1/img/00471.jpg,691,229,70,67,oc
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/bc_Puppies2_1/img/00481.jpg,328,137,355,270,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/bc_Puppies2_1/img/00581.jpg,95,105,202,274,bc
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/sv_Dashcam_6247/img/00301.jpg,791,348,196,153,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/sv_Dashcam_6247/img/00401.jpg,861,354,238,172,sv
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/ov_Jet2_7522/img/00181.jpg,578,313,132,76,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/ov_Jet2_7522/img/00281.jpg,514,329,134,83,ov
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/fm_IceSkating_314/img/00201.jpg,198,170,81,93,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/fm_IceSkating_314/img/00301.jpg,185,145,67,122,fm
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/iv_Drone3_2400/img/00101.jpg,565,288,66,77,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/iv_Drone3_2400/img/00201.jpg,760,343,95,75,iv
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/ov_Sam_1289/img/00161.jpg,535,195,192,300,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/ov_Sam_1289/img/00261.jpg,862,142,210,463,ov
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/iv_Violinist_5600/img/00001.jpg,185,119,157,245,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/iv_Violinist_5600/img/00101.jpg,234,107,118,268,iv
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/ov_ISS_300/img/00161.jpg,0,119,208,391,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/ov_ISS_300/img/00261.jpg,0,217,67,263,ov
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/occ_BreakfastClub_18000/img/00841.jpg,483,309,83,134,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/occ_BreakfastClub_18000/img/00941.jpg,458,324,95,124,oc
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/occ_Badminton2_1780/img/00221.jpg,830,417,84,147,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/occ_Badminton2_1780/img/00321.jpg,860,402,67,128,oc
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/occ_BreakfastClub_19900/img/00381.jpg,950,251,99,142,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/occ_BreakfastClub_19900/img/00481.jpg,940,230,87,144,oc
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/ov_PolarBear2_580/img/00031.jpg,73,245,200,121,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/ov_PolarBear2_580/img/00131.jpg,0,255,26,128,ov
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/iv_CarChase3_21300/img/00121.jpg,524,278,291,144,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/iv_CarChase3_21300/img/00221.jpg,491,188,284,143,iv
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/bc_ZebraFish_6650/img/00401.jpg,955,238,90,71,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/bc_ZebraFish_6650/img/00501.jpg,997,288,68,88,bc
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/iv_Drone3_2400/img/00241.jpg,784,302,80,86,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/iv_Drone3_2400/img/00341.jpg,663,336,93,88,iv
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/occ_Boxing3_1200/img/00071.jpg,794,210,94,204,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/occ_Boxing3_1200/img/00171.jpg,614,206,94,204,oc
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/sv_Jet2_700/img/00111.jpg,557,375,56,26,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/sv_Jet2_700/img/00211.jpg,560,368,44,24,sv
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/fm_Jet2_17940/img/00211.jpg,540,267,253,106,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/fm_Jet2_17940/img/00311.jpg,525,267,201,82,fm
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/sv_Bike_1790/img/00181.jpg,84,187,173,297,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/sv_Bike_1790/img/00281.jpg,829,254,114,230,sv
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/occ_Jet1_2800/img/00601.jpg,490,234,95,55,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/occ_Jet1_2800/img/00701.jpg,599,198,99,55,oc
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/sv_Helicopter_3700/img/00011.jpg,337,246,573,294,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/sv_Helicopter_3700/img/00111.jpg,466,314,488,261,sv
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/bc_Aquarium2_1/img/00451.jpg,691,227,117,71,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/bc_Aquarium2_1/img/00551.jpg,744,264,110,63,bc
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/occ_Badminton1_100/img/00091.jpg,1079,251,91,263,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/occ_Badminton1_100/img/00191.jpg,637,237,102,244,oc
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/iv_Drone3_2400/img/00111.jpg,584,302,71,74,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/iv_Drone3_2400/img/00211.jpg,778,337,98,82,iv
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/fm_KinBall3_6326/img/00161.jpg,475,140,138,130,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/fm_KinBall3_6326/img/00261.jpg,564,446,151,143,fm
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/sv_Dashcam_6247/img/00611.jpg,858,354,240,164,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/sv_Dashcam_6247/img/00711.jpg,855,352,210,146,sv
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/iv_CarChase3_19800/img/00191.jpg,486,333,169,182,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/iv_CarChase3_19800/img/00291.jpg,449,293,175,183,iv
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/bc_Elephants_1/img/00041.jpg,864,309,107,128,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/bc_Elephants_1/img/00141.jpg,197,293,215,162,bc
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/occ_Jet1_1600/img/00491.jpg,510,218,51,38,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/occ_Jet1_1600/img/00591.jpg,409,260,96,47,oc
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/occ_Boxing2_200/img/00001.jpg,554,192,87,235,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/occ_Boxing2_200/img/00101.jpg,560,189,87,235,oc
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/occ_Boxing3_1200/img/00171.jpg,614,206,94,204,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/occ_Boxing3_1200/img/00271.jpg,557,220,94,234,oc
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/bc_ISS_1100/img/00311.jpg,872,43,127,150,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/bc_ISS_1100/img/00411.jpg,799,51,127,150,bc
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/sv_CarChase2_5800/img/00521.jpg,569,297,168,135,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/sv_CarChase2_5800/img/00621.jpg,573,272,176,142,sv
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/occ_Hideaway_2800/img/00021.jpg,404,104,227,431,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/occ_Hideaway_2800/img/00121.jpg,175,80,295,378,oc
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/bc_Puppies2_1/img/00531.jpg,102,201,323,214,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/bc_Puppies2_1/img/00631.jpg,140,69,287,214,bc
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/occ_Boxing2_200/img/00561.jpg,722,233,103,207,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/occ_Boxing2_200/img/00661.jpg,708,221,115,229,oc
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/bc_Basketball_1/img/00421.jpg,522,356,26,79,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/bc_Basketball_1/img/00521.jpg,519,358,27,79,bc
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/sv_IceSkating_3700/img/00731.jpg,245,114,81,176,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/sv_IceSkating_3700/img/00831.jpg,130,111,125,153,sv
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/fm_KinBall3_6326/img/00151.jpg,389,185,136,128,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/fm_KinBall3_6326/img/00251.jpg,602,460,151,143,fm
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/bc_Aquarium2_1/img/00391.jpg,795,243,123,64,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/bc_Aquarium2_1/img/00491.jpg,653,289,94,67,bc
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/occ_Badminton1_100/img/00101.jpg,1036,268,91,255,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/occ_Badminton1_100/img/00201.jpg,597,252,95,243,oc
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/iv_ISS_22400/img/00371.jpg,466,0,201,223,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/iv_ISS_22400/img/00471.jpg,589,0,229,216,iv
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/fm_KinBall3_6326/img/00031.jpg,680,129,99,99,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/fm_KinBall3_6326/img/00131.jpg,205,352,124,119,fm
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/iv_CarChase3_21300/img/00401.jpg,706,221,249,159,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/iv_CarChase3_21300/img/00501.jpg,641,310,200,131,iv
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/occ_Alladin_5500/img/00411.jpg,193,122,160,545,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/occ_Alladin_5500/img/00511.jpg,1016,125,165,537,oc
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/iv_CarChase3_21300/img/00161.jpg,554,145,283,142,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/iv_CarChase3_21300/img/00261.jpg,403,247,280,147,iv
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/sv_Bike_1790/img/00051.jpg,558,345,136,174,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/sv_Bike_1790/img/00151.jpg,354,308,182,327,sv
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/bc_PolarBear3_1/img/00191.jpg,378,169,199,144,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/bc_PolarBear3_1/img/00291.jpg,598,209,202,168,bc
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/sv_Jet2_700/img/00401.jpg,481,431,28,36,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/sv_Jet2_700/img/00501.jpg,619,312,26,27,sv
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/occ_BreakfastClub_18000/img/00021.jpg,664,278,95,163,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/occ_BreakfastClub_18000/img/00121.jpg,771,291,103,163,oc
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/occ_CarChase2_10900/img/00441.jpg,480,172,122,112,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/occ_CarChase2_10900/img/00541.jpg,441,173,123,111,oc
/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/fm_Jet2_17940/img/00201.jpg,542,334,258,109,/mnt/hdd1/users/aktgpt/datasets/template_matching/TLPattr/fm_Jet2_17940/img/00301.jpg,509,230,203,82,fm
