index,image_id,x1,y1,x2,y2,class_id
38,8d02117d-6c71-4e47-b50a-6cc8d5eb1d55.png,956,966,1052,1076,0
39,8d02117d-6c71-4e47-b50a-6cc8d5eb1d55.png,332,1206,434,1306,0
40,8d02117d-6c71-4e47-b50a-6cc8d5eb1d55.png,1021,1029,1121,1109,0
41,8d02117d-6c71-4e47-b50a-6cc8d5eb1d55.png,240,515,315,592,0
42,8d02117d-6c71-4e47-b50a-6cc8d5eb1d55.png,567,1085,672,1198,0
43,8d02117d-6c71-4e47-b50a-6cc8d5eb1d55.png,466,1452,556,1527,0
44,8d02117d-6c71-4e47-b50a-6cc8d5eb1d55.png,646,351,747,447,0
45,8d02117d-6c71-4e47-b50a-6cc8d5eb1d55.png,434,428,540,535,0
46,8d02117d-6c71-4e47-b50a-6cc8d5eb1d55.png,392,838,513,946,0
47,8d02117d-6c71-4e47-b50a-6cc8d5eb1d55.png,498,560,608,651,0
48,8d02117d-6c71-4e47-b50a-6cc8d5eb1d55.png,467,879,569,969,0
49,8d02117d-6c71-4e47-b50a-6cc8d5eb1d55.png,306,331,383,428,0
50,8d02117d-6c71-4e47-b50a-6cc8d5eb1d55.png,57,208,158,302,0
51,8d02117d-6c71-4e47-b50a-6cc8d5eb1d55.png,389,1474,491,1585,0
52,8d02117d-6c71-4e47-b50a-6cc8d5eb1d55.png,270,826,381,924,0
53,8d02117d-6c71-4e47-b50a-6cc8d5eb1d55.png,124,372,227,463,0
54,8d02117d-6c71-4e47-b50a-6cc8d5eb1d55.png,52,279,200,409,1
55,8d02117d-6c71-4e47-b50a-6cc8d5eb1d55.png,357,1100,455,1198,0
56,8d02117d-6c71-4e47-b50a-6cc8d5eb1d55.png,104,404,210,501,0
57,8d02117d-6c71-4e47-b50a-6cc8d5eb1d55.png,329,1484,417,1577,0
58,8d02117d-6c71-4e47-b50a-6cc8d5eb1d55.png,1000,836,1087,922,0
59,8d02117d-6c71-4e47-b50a-6cc8d5eb1d55.png,724,651,824,755,0
60,8d02117d-6c71-4e47-b50a-6cc8d5eb1d55.png,715,406,830,501,0
61,8d02117d-6c71-4e47-b50a-6cc8d5eb1d55.png,441,1037,578,1155,1
62,8d02117d-6c71-4e47-b50a-6cc8d5eb1d55.png,1050,1273,1172,1454,1
63,8d02117d-6c71-4e47-b50a-6cc8d5eb1d55.png,85,1112,178,1224,0
64,8d02117d-6c71-4e47-b50a-6cc8d5eb1d55.png,8,1162,100,1260,0
65,8d02117d-6c71-4e47-b50a-6cc8d5eb1d55.png,36,945,133,1067,0
66,8d02117d-6c71-4e47-b50a-6cc8d5eb1d55.png,447,483,543,590,0
67,8d02117d-6c71-4e47-b50a-6cc8d5eb1d55.png,336,682,439,776,0
68,8d02117d-6c71-4e47-b50a-6cc8d5eb1d55.png,332,717,426,828,0
69,8d02117d-6c71-4e47-b50a-6cc8d5eb1d55.png,417,1151,526,1262,0
70,8d02117d-6c71-4e47-b50a-6cc8d5eb1d55.png,2,1425,90,1512,0
71,8d02117d-6c71-4e47-b50a-6cc8d5eb1d55.png,1055,847,1147,945,0
72,8d02117d-6c71-4e47-b50a-6cc8d5eb1d55.png,864,836,948,945,0
73,8d02117d-6c71-4e47-b50a-6cc8d5eb1d55.png,962,922,1072,992,0
74,0dcca702-a4ef-4fb3-a940-9c0c140b21c7.png,230,455,352,582,0
75,0dcca702-a4ef-4fb3-a940-9c0c140b21c7.png,818,587,930,709,0
76,0dcca702-a4ef-4fb3-a940-9c0c140b21c7.png,315,1006,439,1128,0
77,0dcca702-a4ef-4fb3-a940-9c0c140b21c7.png,334,869,454,994,0
78,0dcca702-a4ef-4fb3-a940-9c0c140b21c7.png,633,364,751,479,0
79,0dcca702-a4ef-4fb3-a940-9c0c140b21c7.png,654,688,754,796,0
80,0dcca702-a4ef-4fb3-a940-9c0c140b21c7.png,883,1009,1006,1134,0
81,0dcca702-a4ef-4fb3-a940-9c0c140b21c7.png,891,669,989,767,0
82,0dcca702-a4ef-4fb3-a940-9c0c140b21c7.png,1009,622,1132,739,0
83,0dcca702-a4ef-4fb3-a940-9c0c140b21c7.png,848,1131,965,1247,0
84,0dcca702-a4ef-4fb3-a940-9c0c140b21c7.png,934,36,1063,153,0
85,0dcca702-a4ef-4fb3-a940-9c0c140b21c7.png,346,210,447,319,0
86,0dcca702-a4ef-4fb3-a940-9c0c140b21c7.png,370,1151,483,1272,0
87,0dcca702-a4ef-4fb3-a940-9c0c140b21c7.png,756,1059,865,1161,0
88,0dcca702-a4ef-4fb3-a940-9c0c140b21c7.png,1016,1029,1130,1138,0
89,0dcca702-a4ef-4fb3-a940-9c0c140b21c7.png,373,476,496,604,0
90,0dcca702-a4ef-4fb3-a940-9c0c140b21c7.png,520,1180,644,1304,0
91,0dcca702-a4ef-4fb3-a940-9c0c140b21c7.png,672,614,754,693,0
92,0dcca702-a4ef-4fb3-a940-9c0c140b21c7.png,194,237,317,356,1
93,0dcca702-a4ef-4fb3-a940-9c0c140b21c7.png,526,345,630,454,0
94,0dcca702-a4ef-4fb3-a940-9c0c140b21c7.png,578,53,713,178,1
95,0dcca702-a4ef-4fb3-a940-9c0c140b21c7.png,286,1200,389,1313,0
96,0dcca702-a4ef-4fb3-a940-9c0c140b21c7.png,140,642,241,756,0
97,0dcca702-a4ef-4fb3-a940-9c0c140b21c7.png,763,119,886,238,0
98,0dcca702-a4ef-4fb3-a940-9c0c140b21c7.png,450,400,545,508,0
99,0dcca702-a4ef-4fb3-a940-9c0c140b21c7.png,1010,838,1099,925,0
100,0dcca702-a4ef-4fb3-a940-9c0c140b21c7.png,124,311,257,433,0
101,0dcca702-a4ef-4fb3-a940-9c0c140b21c7.png,242,136,360,248,0
102,0dcca702-a4ef-4fb3-a940-9c0c140b21c7.png,642,1202,767,1321,0
103,0dcca702-a4ef-4fb3-a940-9c0c140b21c7.png,883,777,991,889,0
104,0dcca702-a4ef-4fb3-a940-9c0c140b21c7.png,57,250,175,372,0
105,0dcca702-a4ef-4fb3-a940-9c0c140b21c7.png,451,927,566,1039,0
106,0dcca702-a4ef-4fb3-a940-9c0c140b21c7.png,984,1127,1110,1252,0
107,0dcca702-a4ef-4fb3-a940-9c0c140b21c7.png,135,63,239,181,0
108,0dcca702-a4ef-4fb3-a940-9c0c140b21c7.png,711,231,845,353,0
109,0dcca702-a4ef-4fb3-a940-9c0c140b21c7.png,853,845,963,953,0
110,0dcca702-a4ef-4fb3-a940-9c0c140b21c7.png,557,514,656,600,0
111,0dcca702-a4ef-4fb3-a940-9c0c140b21c7.png,663,952,763,1050,0
112,0dcca702-a4ef-4fb3-a940-9c0c140b21c7.png,939,754,1060,868,0
113,0dcca702-a4ef-4fb3-a940-9c0c140b21c7.png,432,1029,534,1139,0
114,0dcca702-a4ef-4fb3-a940-9c0c140b21c7.png,773,1163,866,1287,0
115,0dcca702-a4ef-4fb3-a940-9c0c140b21c7.png,388,313,489,411,0
116,0dcca702-a4ef-4fb3-a940-9c0c140b21c7.png,496,125,623,253,0
117,0dcca702-a4ef-4fb3-a940-9c0c140b21c7.png,374,605,466,714,0
118,0dcca702-a4ef-4fb3-a940-9c0c140b21c7.png,565,589,668,694,0
119,0dcca702-a4ef-4fb3-a940-9c0c140b21c7.png,545,979,667,1097,0
120,0dcca702-a4ef-4fb3-a940-9c0c140b21c7.png,472,767,545,879,0
121,0dcca702-a4ef-4fb3-a940-9c0c140b21c7.png,249,384,353,470,0
122,0dcca702-a4ef-4fb3-a940-9c0c140b21c7.png,504,678,616,790,0
123,0dcca702-a4ef-4fb3-a940-9c0c140b21c7.png,223,732,336,860,0
124,0dcca702-a4ef-4fb3-a940-9c0c140b21c7.png,484,244,578,349,0
125,0dcca702-a4ef-4fb3-a940-9c0c140b21c7.png,954,930,1076,1032,0
126,0dcca702-a4ef-4fb3-a940-9c0c140b21c7.png,363,799,485,918,0
127,0dcca702-a4ef-4fb3-a940-9c0c140b21c7.png,322,329,420,429,0
128,0dcca702-a4ef-4fb3-a940-9c0c140b21c7.png,260,668,361,774,0
129,0dcca702-a4ef-4fb3-a940-9c0c140b21c7.png,462,1417,612,1535,1
130,0dcca702-a4ef-4fb3-a940-9c0c140b21c7.png,1075,37,1181,124,0
131,0dcca702-a4ef-4fb3-a940-9c0c140b21c7.png,284,571,400,674,0
132,0dcca702-a4ef-4fb3-a940-9c0c140b21c7.png,226,39,327,147,0
133,0dcca702-a4ef-4fb3-a940-9c0c140b21c7.png,755,973,839,1073,0
134,0dcca702-a4ef-4fb3-a940-9c0c140b21c7.png,791,409,946,560,1
135,0dcca702-a4ef-4fb3-a940-9c0c140b21c7.png,676,1330,826,1461,1
136,0dcca702-a4ef-4fb3-a940-9c0c140b21c7.png,546,783,661,885,1
137,0dcca702-a4ef-4fb3-a940-9c0c140b21c7.png,8,1446,227,1581,1
138,0dcca702-a4ef-4fb3-a940-9c0c140b21c7.png,988,441,1174,565,1
139,0dcca702-a4ef-4fb3-a940-9c0c140b21c7.png,642,479,762,582,0
140,0dcca702-a4ef-4fb3-a940-9c0c140b21c7.png,729,548,832,631,0
141,0dcca702-a4ef-4fb3-a940-9c0c140b21c7.png,449,188,560,299,0
142,0dcca702-a4ef-4fb3-a940-9c0c140b21c7.png,336,9,443,100,0
143,0dcca702-a4ef-4fb3-a940-9c0c140b21c7.png,342,49,441,156,0
144,0dcca702-a4ef-4fb3-a940-9c0c140b21c7.png,397,101,501,190,0
145,0dcca702-a4ef-4fb3-a940-9c0c140b21c7.png,182,128,280,229,0
146,0dcca702-a4ef-4fb3-a940-9c0c140b21c7.png,496,877,614,978,0
147,0dcca702-a4ef-4fb3-a940-9c0c140b21c7.png,458,665,550,755,0
148,0dcca702-a4ef-4fb3-a940-9c0c140b21c7.png,227,575,329,680,0
149,0dcca702-a4ef-4fb3-a940-9c0c140b21c7.png,120,747,201,849,0
150,0dcca702-a4ef-4fb3-a940-9c0c140b21c7.png,965,526,1076,608,0
151,0dcca702-a4ef-4fb3-a940-9c0c140b21c7.png,774,873,866,978,0
152,0dcca702-a4ef-4fb3-a940-9c0c140b21c7.png,849,1020,941,1123,0
153,0dcca702-a4ef-4fb3-a940-9c0c140b21c7.png,772,838,881,948,0
154,0dcca702-a4ef-4fb3-a940-9c0c140b21c7.png,620,832,740,937,0
155,0dcca702-a4ef-4fb3-a940-9c0c140b21c7.png,648,1104,740,1204,0
156,0dcca702-a4ef-4fb3-a940-9c0c140b21c7.png,644,1052,755,1157,0
157,0dcca702-a4ef-4fb3-a940-9c0c140b21c7.png,543,1099,642,1209,0
158,0dcca702-a4ef-4fb3-a940-9c0c140b21c7.png,554,877,655,990,0
159,0dcca702-a4ef-4fb3-a940-9c0c140b21c7.png,408,700,505,804,0
160,0dcca702-a4ef-4fb3-a940-9c0c140b21c7.png,323,746,417,862,0
161,0dcca702-a4ef-4fb3-a940-9c0c140b21c7.png,963,603,1069,710,0
162,0dcca702-a4ef-4fb3-a940-9c0c140b21c7.png,1005,1403,1103,1519,0
163,0dcca702-a4ef-4fb3-a940-9c0c140b21c7.png,659,888,744,986,0
164,0dcca702-a4ef-4fb3-a940-9c0c140b21c7.png,999,939,1117,1072,0
165,0dcca702-a4ef-4fb3-a940-9c0c140b21c7.png,751,342,871,456,0
166,065af549-320a-4862-b92a-8ef750d7b5fb.png,549,1106,664,1232,0
167,065af549-320a-4862-b92a-8ef750d7b5fb.png,498,210,597,332,0
168,065af549-320a-4862-b92a-8ef750d7b5fb.png,531,633,650,766,0
169,065af549-320a-4862-b92a-8ef750d7b5fb.png,527,1316,643,1437,0
170,065af549-320a-4862-b92a-8ef750d7b5fb.png,690,11,798,128,0
171,065af549-320a-4862-b92a-8ef750d7b5fb.png,446,402,563,529,0
172,065af549-320a-4862-b92a-8ef750d7b5fb.png,484,1472,615,1593,0
173,065af549-320a-4862-b92a-8ef750d7b5fb.png,264,842,393,967,0
174,065af549-320a-4862-b92a-8ef750d7b5fb.png,681,1450,810,1587,0
175,065af549-320a-4862-b92a-8ef750d7b5fb.png,624,251,731,375,0
176,065af549-320a-4862-b92a-8ef750d7b5fb.png,90,192,216,299,0
177,065af549-320a-4862-b92a-8ef750d7b5fb.png,800,459,916,578,0
178,065af549-320a-4862-b92a-8ef750d7b5fb.png,620,710,729,827,0
179,065af549-320a-4862-b92a-8ef750d7b5fb.png,872,257,982,380,0
180,065af549-320a-4862-b92a-8ef750d7b5fb.png,907,1245,1023,1360,0
181,065af549-320a-4862-b92a-8ef750d7b5fb.png,984,1153,1104,1279,0
182,065af549-320a-4862-b92a-8ef750d7b5fb.png,228,398,349,514,0
183,065af549-320a-4862-b92a-8ef750d7b5fb.png,411,711,524,834,0
184,065af549-320a-4862-b92a-8ef750d7b5fb.png,93,863,212,973,0
185,065af549-320a-4862-b92a-8ef750d7b5fb.png,502,86,615,195,0
186,065af549-320a-4862-b92a-8ef750d7b5fb.png,728,1032,852,1172,0
187,065af549-320a-4862-b92a-8ef750d7b5fb.png,635,567,747,690,0
188,065af549-320a-4862-b92a-8ef750d7b5fb.png,131,664,261,797,0
189,065af549-320a-4862-b92a-8ef750d7b5fb.png,985,265,1095,386,0
190,065af549-320a-4862-b92a-8ef750d7b5fb.png,281,1105,405,1239,0
191,065af549-320a-4862-b92a-8ef750d7b5fb.png,220,43,346,158,0
192,065af549-320a-4862-b92a-8ef750d7b5fb.png,475,532,581,643,0
193,065af549-320a-4862-b92a-8ef750d7b5fb.png,455,1015,568,1159,0
194,065af549-320a-4862-b92a-8ef750d7b5fb.png,929,883,1062,1000,0
195,065af549-320a-4862-b92a-8ef750d7b5fb.png,845,1445,969,1564,0
196,065af549-320a-4862-b92a-8ef750d7b5fb.png,989,438,1101,583,0
197,065af549-320a-4862-b92a-8ef750d7b5fb.png,238,540,343,678,0
198,065af549-320a-4862-b92a-8ef750d7b5fb.png,280,508,390,627,0
199,065af549-320a-4862-b92a-8ef750d7b5fb.png,87,384,218,501,0
200,065af549-320a-4862-b92a-8ef750d7b5fb.png,695,403,798,521,0
201,065af549-320a-4862-b92a-8ef750d7b5fb.png,145,1333,277,1469,0
202,065af549-320a-4862-b92a-8ef750d7b5fb.png,946,1038,1084,1169,0
203,065af549-320a-4862-b92a-8ef750d7b5fb.png,914,778,1010,904,0
204,065af549-320a-4862-b92a-8ef750d7b5fb.png,764,125,878,247,0
205,065af549-320a-4862-b92a-8ef750d7b5fb.png,224,1223,346,1389,1
206,065af549-320a-4862-b92a-8ef750d7b5fb.png,390,258,538,424,1
207,065af549-320a-4862-b92a-8ef750d7b5fb.png,633,899,759,1018,0
208,065af549-320a-4862-b92a-8ef750d7b5fb.png,383,594,500,701,0
209,065af549-320a-4862-b92a-8ef750d7b5fb.png,806,785,916,946,0
210,065af549-320a-4862-b92a-8ef750d7b5fb.png,904,125,1035,242,0
211,065af549-320a-4862-b92a-8ef750d7b5fb.png,53,746,174,864,0
212,065af549-320a-4862-b92a-8ef750d7b5fb.png,112,53,231,168,0
213,065af549-320a-4862-b92a-8ef750d7b5fb.png,212,727,327,856,0
214,065af549-320a-4862-b92a-8ef750d7b5fb.png,1023,677,1140,804,0
215,065af549-320a-4862-b92a-8ef750d7b5fb.png,717,750,843,868,0
216,065af549-320a-4862-b92a-8ef750d7b5fb.png,833,168,925,300,0
217,065af549-320a-4862-b92a-8ef750d7b5fb.png,749,637,861,746,0
218,065af549-320a-4862-b92a-8ef750d7b5fb.png,932,646,1043,801,0
219,065af549-320a-4862-b92a-8ef750d7b5fb.png,57,243,204,359,0
220,065af549-320a-4862-b92a-8ef750d7b5fb.png,867,70,987,186,0
221,065af549-320a-4862-b92a-8ef750d7b5fb.png,49,51,169,179,0
222,065af549-320a-4862-b92a-8ef750d7b5fb.png,837,987,950,1105,0
223,065af549-320a-4862-b92a-8ef750d7b5fb.png,390,1193,507,1383,0
224,7094c11a-1e62-4f98-894e-d17d138a88e9.png,833,92,975,230,0
225,7094c11a-1e62-4f98-894e-d17d138a88e9.png,1028,263,1153,390,0
226,7094c11a-1e62-4f98-894e-d17d138a88e9.png,525,1254,639,1382,0
227,7094c11a-1e62-4f98-894e-d17d138a88e9.png,615,1336,741,1456,0
228,7094c11a-1e62-4f98-894e-d17d138a88e9.png,80,1295,191,1418,0
229,7094c11a-1e62-4f98-894e-d17d138a88e9.png,452,56,567,172,0
230,7094c11a-1e62-4f98-894e-d17d138a88e9.png,443,760,589,891,1
231,7094c11a-1e62-4f98-894e-d17d138a88e9.png,556,1123,670,1232,0
232,7094c11a-1e62-4f98-894e-d17d138a88e9.png,1013,683,1135,810,0
233,7094c11a-1e62-4f98-894e-d17d138a88e9.png,587,1453,666,1551,0
234,7094c11a-1e62-4f98-894e-d17d138a88e9.png,677,1447,785,1571,0
235,7094c11a-1e62-4f98-894e-d17d138a88e9.png,128,1155,258,1292,0
236,7094c11a-1e62-4f98-894e-d17d138a88e9.png,757,1157,885,1282,0
237,7094c11a-1e62-4f98-894e-d17d138a88e9.png,941,184,1059,301,0
238,7094c11a-1e62-4f98-894e-d17d138a88e9.png,761,1004,889,1125,0
239,7094c11a-1e62-4f98-894e-d17d138a88e9.png,388,1423,485,1533,0
240,7094c11a-1e62-4f98-894e-d17d138a88e9.png,489,1383,605,1506,0
241,7094c11a-1e62-4f98-894e-d17d138a88e9.png,974,63,1107,192,0
242,7094c11a-1e62-4f98-894e-d17d138a88e9.png,323,306,445,413,0
243,7094c11a-1e62-4f98-894e-d17d138a88e9.png,748,356,865,467,0
244,7094c11a-1e62-4f98-894e-d17d138a88e9.png,30,26,141,143,0
245,7094c11a-1e62-4f98-894e-d17d138a88e9.png,231,171,331,287,0
246,7094c11a-1e62-4f98-894e-d17d138a88e9.png,864,285,985,385,0
247,7094c11a-1e62-4f98-894e-d17d138a88e9.png,341,40,453,149,0
248,7094c11a-1e62-4f98-894e-d17d138a88e9.png,1059,189,1146,302,0
249,7094c11a-1e62-4f98-894e-d17d138a88e9.png,426,172,543,269,0
250,7094c11a-1e62-4f98-894e-d17d138a88e9.png,230,1292,350,1407,0
251,7094c11a-1e62-4f98-894e-d17d138a88e9.png,573,104,694,230,0
252,7094c11a-1e62-4f98-894e-d17d138a88e9.png,548,178,642,276,0
253,7094c11a-1e62-4f98-894e-d17d138a88e9.png,318,762,446,891,0
254,7094c11a-1e62-4f98-894e-d17d138a88e9.png,80,1070,193,1182,0
255,7094c11a-1e62-4f98-894e-d17d138a88e9.png,1028,836,1162,966,0
256,7094c11a-1e62-4f98-894e-d17d138a88e9.png,662,367,758,455,0
257,7094c11a-1e62-4f98-894e-d17d138a88e9.png,220,382,347,501,0
258,7094c11a-1e62-4f98-894e-d17d138a88e9.png,476,267,587,376,0
259,7094c11a-1e62-4f98-894e-d17d138a88e9.png,939,429,1040,519,0
260,7094c11a-1e62-4f98-894e-d17d138a88e9.png,473,391,596,524,0
261,7094c11a-1e62-4f98-894e-d17d138a88e9.png,726,856,858,976,0
262,7094c11a-1e62-4f98-894e-d17d138a88e9.png,816,1256,932,1360,0
263,7094c11a-1e62-4f98-894e-d17d138a88e9.png,692,1258,822,1380,0
264,7094c11a-1e62-4f98-894e-d17d138a88e9.png,646,1,757,101,0
265,7094c11a-1e62-4f98-894e-d17d138a88e9.png,1032,1280,1153,1389,0
266,7094c11a-1e62-4f98-894e-d17d138a88e9.png,881,902,1002,1020,0
267,7094c11a-1e62-4f98-894e-d17d138a88e9.png,302,141,439,284,1
268,7094c11a-1e62-4f98-894e-d17d138a88e9.png,192,1416,317,1521,1
269,7094c11a-1e62-4f98-894e-d17d138a88e9.png,0,824,131,950,1
270,7094c11a-1e62-4f98-894e-d17d138a88e9.png,246,828,332,911,1
271,7094c11a-1e62-4f98-894e-d17d138a88e9.png,633,1224,774,1346,1
272,7094c11a-1e62-4f98-894e-d17d138a88e9.png,203,325,334,430,0
273,7094c11a-1e62-4f98-894e-d17d138a88e9.png,188,1339,285,1427,0
274,7094c11a-1e62-4f98-894e-d17d138a88e9.png,237,1470,321,1570,0
275,7094c11a-1e62-4f98-894e-d17d138a88e9.png,2,1211,122,1316,0
276,7094c11a-1e62-4f98-894e-d17d138a88e9.png,276,535,392,633,0
277,7094c11a-1e62-4f98-894e-d17d138a88e9.png,1052,1399,1151,1499,0
278,7094c11a-1e62-4f98-894e-d17d138a88e9.png,785,888,892,1005,0
279,7094c11a-1e62-4f98-894e-d17d138a88e9.png,847,826,978,933,0
280,7094c11a-1e62-4f98-894e-d17d138a88e9.png,956,577,1038,672,0
281,7094c11a-1e62-4f98-894e-d17d138a88e9.png,652,263,747,366,0
282,7094c11a-1e62-4f98-894e-d17d138a88e9.png,1087,556,1181,661,0
283,7094c11a-1e62-4f98-894e-d17d138a88e9.png,856,346,982,462,0
284,7094c11a-1e62-4f98-894e-d17d138a88e9.png,1061,98,1159,207,0
285,7094c11a-1e62-4f98-894e-d17d138a88e9.png,550,334,654,458,0
286,7094c11a-1e62-4f98-894e-d17d138a88e9.png,1044,511,1149,625,0
287,7094c11a-1e62-4f98-894e-d17d138a88e9.png,1003,486,1104,593,0
288,7094c11a-1e62-4f98-894e-d17d138a88e9.png,595,261,706,362,0
289,7094c11a-1e62-4f98-894e-d17d138a88e9.png,36,963,143,1067,0
290,7094c11a-1e62-4f98-894e-d17d138a88e9.png,24,920,131,1025,0
291,a89cace5-c818-4f23-a432-052b3433b81e.png,917,687,1021,803,0
292,a89cace5-c818-4f23-a432-052b3433b81e.png,770,828,868,926,0
293,a89cace5-c818-4f23-a432-052b3433b81e.png,1018,1423,1121,1527,0
294,a89cace5-c818-4f23-a432-052b3433b81e.png,622,523,746,643,0
295,a89cace5-c818-4f23-a432-052b3433b81e.png,719,1369,819,1470,0
296,a89cace5-c818-4f23-a432-052b3433b81e.png,241,1261,358,1372,0
297,a89cace5-c818-4f23-a432-052b3433b81e.png,1016,212,1117,301,0
298,a89cace5-c818-4f23-a432-052b3433b81e.png,720,461,815,560,0
299,a89cace5-c818-4f23-a432-052b3433b81e.png,827,1388,912,1484,0
300,a89cace5-c818-4f23-a432-052b3433b81e.png,812,492,909,598,0
301,a89cace5-c818-4f23-a432-052b3433b81e.png,727,357,819,453,0
302,a89cace5-c818-4f23-a432-052b3433b81e.png,265,1475,367,1584,0
303,a89cace5-c818-4f23-a432-052b3433b81e.png,303,1070,424,1188,0
304,a89cace5-c818-4f23-a432-052b3433b81e.png,650,634,750,737,0
305,a89cace5-c818-4f23-a432-052b3433b81e.png,331,408,459,534,0
306,a89cace5-c818-4f23-a432-052b3433b81e.png,175,1401,276,1491,0
307,a89cace5-c818-4f23-a432-052b3433b81e.png,751,254,863,369,0
308,a89cace5-c818-4f23-a432-052b3433b81e.png,308,208,445,334,0
309,a89cace5-c818-4f23-a432-052b3433b81e.png,1022,1315,1121,1423,0
310,a89cace5-c818-4f23-a432-052b3433b81e.png,976,399,1077,505,0
311,a89cace5-c818-4f23-a432-052b3433b81e.png,819,384,941,495,0
312,a89cace5-c818-4f23-a432-052b3433b81e.png,706,1473,807,1580,0
313,a89cace5-c818-4f23-a432-052b3433b81e.png,996,1234,1080,1327,0
314,a89cace5-c818-4f23-a432-052b3433b81e.png,698,763,804,879,0
315,a89cace5-c818-4f23-a432-052b3433b81e.png,925,306,1056,407,0
316,a89cace5-c818-4f23-a432-052b3433b81e.png,947,871,1049,994,0
317,a89cace5-c818-4f23-a432-052b3433b81e.png,908,462,1013,574,0
318,a89cace5-c818-4f23-a432-052b3433b81e.png,485,265,590,370,0
319,a89cace5-c818-4f23-a432-052b3433b81e.png,824,602,916,707,0
320,a89cace5-c818-4f23-a432-052b3433b81e.png,263,1363,349,1461,0
321,a89cace5-c818-4f23-a432-052b3433b81e.png,136,537,246,650,0
322,a89cace5-c818-4f23-a432-052b3433b81e.png,92,315,202,424,0
323,a89cace5-c818-4f23-a432-052b3433b81e.png,505,879,617,1001,0
324,a89cace5-c818-4f23-a432-052b3433b81e.png,713,1089,822,1198,0
325,a89cace5-c818-4f23-a432-052b3433b81e.png,1050,845,1149,950,0
326,a89cace5-c818-4f23-a432-052b3433b81e.png,1021,1103,1137,1226,0
327,a89cace5-c818-4f23-a432-052b3433b81e.png,514,1240,597,1340,0
328,a89cace5-c818-4f23-a432-052b3433b81e.png,396,1451,499,1570,0
329,a89cace5-c818-4f23-a432-052b3433b81e.png,124,418,237,533,0
